,year,month,day,temp,wind,humidity,barometer,visibility,Elec_kW,Gas_mxm,cum_power
2638,2019,5,14,11.5,14.166666666666666,55.291666666666664,1033.1666666666667,13.243169424246913,-11.0,6.0,29.0
2639,2019,5,15,12.808510638297872,11.297872340425531,49.361702127659576,1026.0,13.634991301822032,-13.0,6.0,30.0
2640,2019,5,16,13.0,11.744186046511627,52.372093023255815,1017.4418604651163,12.543698085079207,-12.0,3.0,25.0
2641,2019,5,17,11.72340425531915,10.53191489361702,76.27659574468085,1007.6808510638298,10.447534042868908,9.0,6.0,8.0
2642,2019,5,18,14.833333333333334,5.333333333333333,71.9375,1005.875,12.045614767275062,-9.0,5.0,17.0
2643,2019,5,19,14.5,13.152173913043478,82.65217391304348,1006.4347826086956,5.021739130434782,-2.0,3.0,19.0
2644,2019,5,20,12.434782608695652,15.608695652173912,90.80434782608695,1009.3695652173913,6.308467583243548,15.0,7.0,4.0
2645,2019,5,21,12.4375,22.770833333333332,82.02083333333333,1015.4583333333334,8.979877083642476,0.0,5.0,19.0
2646,2019,5,22,14.604166666666666,9.791666666666666,62.895833333333336,1019.7916666666666,11.443237745461735,-8.0,4.0,24.0
2647,2019,5,23,15.914893617021276,8.085106382978724,58.48936170212766,1017.7659574468086,14.085469149094026,-7.0,2.0,23.0
2648,2019,5,24,16.851063829787233,11.46808510638298,54.12765957446808,1015.5744680851063,13.972849687276032,-19.0,1.0,31.0
2649,2019,5,25,13.872340425531915,6.829787234042553,74.06382978723404,1017.6595744680851,12.665071527122205,-7.0,4.0,19.0
2650,2019,5,26,15.382978723404255,15.787234042553191,75.31914893617021,1014.063829787234,10.651496370760224,-4.0,2.0,20.0
2651,2019,5,27,15.456521739130435,12.456521739130435,69.26086956521739,1009.7173913043479,11.032601598740616,1.0,4.0,15.0
2652,2019,5,28,12.73913043478261,11.282608695652174,81.56521739130434,1010.0652173913044,10.972630115421584,2.0,4.0,14.0
2653,2019,5,29,13.372093023255815,8.418604651162791,67.88372093023256,1020.1627906976744,12.281067510533957,0.0,4.0,20.0
2654,2019,5,30,17.319148936170212,17.574468085106382,72.65957446808511,1022.0851063829788,11.218625782599219,-4.0,2.0,15.0
2655,2019,6,1,19.4375,6.125,68.70833333333333,1021.0,12.871762316367407,-10.0,1.0,27.0
2656,2019,6,2,23.1875,12.729166666666666,62.020833333333336,1012.9375,12.409836090913585,-15.0,1.0,26.0
2657,2019,6,3,18.416666666666668,11.083333333333334,68.125,1013.3333333333334,12.140437193945685,2.0,1.0,12.0
2658,2019,6,4,18.02127659574468,11.446808510638299,76.44680851063829,1008.1914893617021,12.61738404271105,-1.0,0.0,16.0
2659,2019,6,5,16.0625,11.375,87.77083333333333,1007.0208333333334,10.617090196369386,10.0,2.0,8.0
2660,2019,6,6,13.956521739130435,15.08695652173913,76.32608695652173,1011.195652173913,10.892045652496497,-1.0,3.0,18.0
2661,2019,6,7,14.5625,18.770833333333332,75.0625,1008.3125,12.230956311520009,-2.0,3.0,15.0
2662,2019,6,8,15.083333333333334,31.125,62.458333333333336,1014.1875,10.904084743038032,-8.0,4.0,22.0
2663,2019,6,9,15.319148936170214,8.0,63.53191489361702,1021.5531914893617,12.846655069096048,-3.0,4.0,10.0
2664,2019,6,10,17.020833333333332,7.9375,74.22916666666667,1012.6666666666666,11.827937193945681,4.0,2.0,15.0
2665,2019,6,11,15.355555555555556,9.377777777777778,68.31111111111112,1011.8444444444444,12.706506405500317,-1.0,3.0,18.0
2666,2019,6,12,14.708333333333334,8.666666666666666,82.89583333333333,1009.3333333333334,9.014002757580249,1.0,3.0,15.0
2667,2019,6,13,14.369565217391305,15.934782608695652,78.43478260869566,1010.4782608695652,11.479002174235626,-3.0,3.0,20.0
2668,2019,6,14,17.145833333333332,10.125,76.58333333333333,1013.0208333333334,11.829016421823212,-14.0,3.0,25.0
2669,2019,6,15,16.125,9.208333333333334,85.375,1013.625,9.728442647277042,-4.0,1.0,20.0
2670,2019,6,16,17.270833333333332,11.666666666666666,72.29166666666667,1019.1458333333334,11.704016421823214,-2.0,3.0,20.0
2671,2019,6,17,19.652173913043477,7.239130434782608,65.84782608695652,1019.2391304347826,11.844447634470342,-11.0,0.0,26.0
2672,2019,6,18,22.166666666666668,5.4375,62.333333333333336,1013.9375,14.45366121333531,-13.0,1.0,25.0
2673,2019,6,19,19.73913043478261,10.347826086956522,78.54347826086956,1007.4130434782609,12.201268734233564,-1.0,1.0,16.0
2674,2019,6,20,17.458333333333332,14.833333333333334,75.72916666666667,1012.2083333333334,9.445396201216797,-4.0,1.0,18.0
2675,2019,6,21,16.041666666666668,11.854166666666666,64.4375,1019.2291666666666,11.699344301825192,-14.0,0.0,28.0
2676,2019,6,22,18.0,9.133333333333333,64.02222222222223,1020.8444444444444,13.059380719196714,-10.0,1.0,25.0
2677,2019,6,23,22.565217391304348,10.304347826086957,64.6086956521739,1017.2391304347826,14.15891662419272,-6.0,0.0,20.0
2678,2019,6,24,25.04255319148936,9.063829787234043,66.40425531914893,1016.9574468085107,14.198088610912027,-8.0,0.0,22.0
2679,2019,6,25,26.41304347826087,11.934782608695652,65.73913043478261,1016.3913043478261,12.450520332651593,-15.0,0.0,24.0
2680,2019,6,26,20.75,13.704545454545455,78.3409090909091,1024.409090909091,7.461594652565123,-15.0,0.0,28.0
2681,2019,6,27,18.97872340425532,16.170212765957448,68.17021276595744,1027.5744680851064,11.945699374552065,-17.0,0.0,30.0
2682,2019,6,28,19.425531914893618,12.404255319148936,63.659574468085104,1024.6382978723404,13.409752378186035,-14.0,0.0,29.0
2683,2019,6,29,24.15909090909091,8.909090909090908,52.93181818181818,1017.5,14.195529077688889,-17.0,0.0,29.0
2684,2019,6,30,22.82608695652174,13.826086956521738,61.95652173913044,1014.5217391304348,13.353442647277037,-16.0,0.0,27.0
2685,2019,7,1,19.0,16.78723404255319,65.02127659574468,1018.7446808510638,12.283557760006058,-14.0,0.0,27.0
2686,2019,7,2,18.680851063829788,10.680851063829786,61.5531914893617,1022.8085106382979,12.734035607278049,-7.0,0.0,21.0
2687,2019,7,3,16.93617021276596,13.851063829787234,61.51063829787234,1025.2340425531916,12.396177221824058,-12.0,0.0,24.0
2688,2019,7,4,16.714285714285715,8.619047619047619,59.11904761904762,1024.595238095238,13.227416106671186,-8.0,0.0,26.0
2689,2019,7,5,20.229166666666668,11.541666666666666,58.625,1018.125,13.79453553939753,-9.0,0.0,24.0
2690,2019,7,6,18.625,11.9375,70.20833333333333,1012.5416666666666,12.68928964485334,-5.0,0.0,17.0
2691,2019,7,7,16.75,11.045454545454545,63.11363636363637,1015.5909090909091,11.428673663478525,-16.0,0.0,22.0
2692,2019,7,8,15.319148936170214,13.212765957446809,62.93617021276596,1020.2765957446809,11.833079912734066,2.0,2.0,15.0
2693,2019,7,9,15.777777777777779,7.311111111111111,62.8,1021.4888888888889,12.941755947964577,-1.0,2.0,17.0
2694,2019,7,10,17.377777777777776,5.933333333333334,64.35555555555555,1019.5777777777778,13.29463026166097,0.0,1.0,12.0
